QtBids,QBid,forT
229013,762654,91
229013,762655,92
229014,762656,89
229014,762657,90
229016,762659,89
229016,762660,90
229016,762661,91
229017,762662,89
229017,762663,90
229017,762664,91
229019,762666,89
229019,762667,90
229020,762668,89
229020,762669,90
229020,762670,91
229020,762671,92
229021,762672,89
229021,762673,90
229021,762674,91
229021,762675,92
229022,762676,89
229022,762677,90
229022,762678,91
229024,762680,89
229024,762681,90
229025,762682,89
229025,762683,90
229025,762684,91
229025,762685,92
229026,762686,89
229026,762687,90
229028,762689,89
229028,762690,90
229028,762691,91
229030,762693,89
229030,762694,90
229030,762695,91
229031,762696,89
229031,762697,90
229031,762698,91
229031,762699,92
229032,762700,89
229032,762701,90
229033,762702,89
229033,762703,90
229033,762704,91
229033,762705,92
229034,762706,89
229034,762707,90
229036,762709,89
229036,762710,90
229036,762711,91
229037,762712,89
229037,762713,90
229037,762714,91
229039,762716,89
229039,762717,90
229040,762718,89
229040,762719,90
229040,762720,91
229040,762721,92
229042,762723,89
229042,762724,90
229042,762725,91
229042,762726,92
229043,762727,89
229043,762728,90
229044,762729,89
229044,762730,90
229044,762731,91
229046,762733,89
229046,762734,90
229046,762735,91
229047,762736,89
229047,762737,90
229048,762738,89
229048,762739,90
229048,762740,91
229048,762741,92
229049,762742,89
229049,762743,90
229051,762745,89
229051,762746,90
229051,762747,91
229051,762748,92
229052,762749,89
229052,762750,90
229052,762751,91
229053,762752,89
229053,762753,90
229055,762755,89
229055,762756,90
229055,762757,91
229056,762758,89
229056,762759,90
229056,762760,91
229056,762761,92
229057,762762,89
229057,762763,90
229059,762765,89
229059,762766,90
229059,762767,91
229059,762768,92
229060,762769,89
229060,762770,90
229060,762771,91
229062,762773,89
229062,762774,90
229062,762775,91
229062,762776,92
229063,762777,89
229063,762778,90
229064,762779,89
229064,762780,90
229064,762781,91
229065,762782,89
229065,762783,90
229065,762784,91
229066,762785,89
229066,762786,90
229068,762788,89
229068,762789,90
229068,762790,91
229068,762791,92
229070,762793,89
229070,762794,90
229070,762795,91
229070,762796,92
229071,762797,89
229071,762798,90
229071,762799,91
229072,762800,89
229072,762801,90
229074,762803,89
229074,762804,90
229074,762805,91
229075,762806,89
229075,762807,90
229075,762808,91
229075,762809,92
229076,762810,89
229076,762811,90
229077,762812,89
229077,762813,90
229077,762814,91
229077,762815,92
229078,762816,89
229078,762817,90
229078,762818,91
229080,762820,89
229080,762821,90
229081,762822,89
229081,762823,90
229081,762824,91
229083,762826,89
229083,762827,90
229083,762828,91
229083,762829,92
229084,762830,89
229084,762831,90
229085,762832,89
229085,762833,90
229085,762834,91
229086,762835,89
229086,762836,90
229086,762837,91
229086,762838,92
229088,762840,89
229088,762841,90
229089,762842,89
229089,762843,90
229089,762844,91
229090,762845,89
229090,762846,90
229091,762847,89
229091,762848,90
229091,762849,91
229091,762850,92
229093,762852,89
229093,762853,90
229093,762854,91
229095,762856,89
229095,762857,90
229096,762858,89
229096,762859,90
229096,762860,91
229096,762861,92
229097,762862,89
229097,762863,90
229097,762864,91
229099,762866,89
229099,762867,90
229099,762868,91
229099,762869,92
229100,762870,89
229100,762871,90
229102,762873,89
229102,762874,90
229102,762875,91
229103,762876,89
229103,762877,90
229103,762878,91
229103,762879,92
229104,762880,89
229104,762881,90
229105,762882,89
229105,762883,90
229106,762884,89
229106,762885,90
229106,762886,91
229106,762887,92
229108,762889,89
229108,762890,90
229108,762891,91
229109,762892,89
229109,762893,90
229109,762894,91
229110,762895,89
229110,762896,90
229110,762897,91
229110,762898,92
229112,762900,89
229112,762901,90
229113,762902,89
229113,762903,90
229114,762904,89
229114,762905,90
229114,762906,91
229114,762907,92
229116,762909,89
229116,762910,90
229116,762911,91
229117,762912,89
229117,762913,90
229118,762914,89
229118,762915,90
229118,762916,91
229118,762917,92
229119,762918,89
229119,762919,90
229119,762920,91
229122,762923,89
229122,762924,90
229123,762925,89
229123,762926,90
229123,762927,91
229123,762928,92
229124,762929,89
229124,762930,90
229124,762931,91
228925,762432,89
228925,762433,90
228925,762434,91
228926,762435,89
228926,762436,90
228928,762438,89
228928,762439,90
228928,762440,91
228928,762441,92
229129,762947,89
229129,762948,90
229130,762949,89
229130,762950,90
229130,762951,91
229130,762952,92
229131,762953,89
229131,762954,90
229131,762955,91
229134,762958,89
229134,762959,90
229134,762960,91
229134,762961,92
229135,762962,89
229135,762963,90
229136,762964,89
229136,762965,90
229136,762966,91
229138,762968,89
229138,762969,90
229138,762970,91
229139,762971,89
229139,762972,90
229139,762973,91
229139,762974,92
229140,762975,89
229140,762976,90
229140,762977,91
229140,762978,92
229141,762979,89
229141,762980,90
229141,762981,91
229142,762982,89
229142,762983,90
229142,762984,91
229142,762985,92
229143,762986,89
229143,762987,90
229143,762988,91
229143,762989,92
229144,762990,89
229144,762991,90
229145,762992,89
229145,762993,90
229146,762994,89
229146,762995,90
229146,762996,91
229146,762997,92
229148,762999,89
229148,763000,90
229148,763001,91
229149,763002,89
229149,763003,90
229149,763004,91
229151,763006,89
229151,763007,90
229151,763008,91
229151,763009,92
229152,763010,89
229152,763011,90
229153,763012,89
229153,763013,90
229153,763014,91
229153,763015,92
229155,763017,89
229155,763018,90
229155,763019,91
229156,763020,89
229156,763021,90
229157,763022,89
229157,763023,90
229157,763024,91
229158,763025,89
229158,763026,90
229158,763027,91
229158,763028,92
229159,763029,89
229159,763030,90
229161,763032,89
229161,763033,90
229162,763034,89
229162,763035,90
229162,763036,91
229162,763037,92
229163,763038,89
229163,763039,90
229163,763040,91
229166,763043,89
229166,763044,90
229166,763045,91
229166,763046,92
229167,763047,89
229167,763048,90
229168,763049,89
229168,763050,90
229168,763051,91
229169,763052,89
229169,763053,90
229169,763054,91
229169,763055,92
229170,763056,89
229170,763057,90
229170,763058,91
229171,763059,89
229171,763060,90
229171,763061,91
229171,763062,92
229172,763063,89
229172,763064,90
229172,763065,91
229172,763066,92
229173,763067,89
229173,763068,90
229173,763069,91
229174,763070,89
229174,763071,90
229174,763072,91
229174,763073,92
229175,763074,89
229175,763075,90
229125,762932,89
229125,762933,90
229125,762934,91
229125,762935,92
229126,762936,89
229126,762937,90
229126,762938,91
229126,762939,92
229127,762940,89
229127,762941,90
229127,762942,91
229128,762943,89
229128,762944,90
229128,762945,91
229128,762946,92
229181,763092,89
229181,763093,90
229181,763094,91
229181,763095,92
229182,763096,89
229182,763097,90
229182,763098,91
229182,763099,92
229183,763100,89
229183,763101,90
229183,763102,91
229184,763103,89
229184,763104,90
229185,763105,89
229185,763106,90
229186,763107,89
229186,763108,90
229186,763109,91
229186,763110,92
229187,763111,89
229187,763112,90
229187,763113,91
229187,763114,92
229188,763115,89
229188,763116,90
229188,763117,91
229190,763119,89
229190,763120,90
229190,763121,91
229190,763122,92
229191,763123,89
229191,763124,90
229191,763125,91
229192,763126,89
229192,763127,90
229193,763128,89
229193,763129,90
229193,763130,91
229194,763131,89
229194,763132,90
229195,763133,89
229195,763134,90
229195,763135,91
229195,763136,92
229196,763137,89
229196,763138,90
229196,763139,91
229196,763140,92
229197,763141,89
229197,763142,90
229197,763143,91
229197,763144,92
229199,763146,89
229199,763147,90
229200,763148,89
229200,763149,90
229200,763150,91
229201,763151,89
229201,763152,90
229201,763153,91
229201,763154,92
229202,763155,89
229202,763156,90
229202,763157,91
229203,763158,89
229203,763159,90
229205,763161,89
229205,763162,90
229205,763163,91
229205,763164,92
229207,763166,89
229207,763167,90
229207,763168,91
229207,763169,92
229208,763170,89
229208,763171,90
229208,763172,91
229209,763173,89
229209,763174,90
229209,763175,91
229209,763176,92
229211,763178,89
229211,763179,90
229211,763180,91
229212,763181,89
229212,763182,90
229213,763183,89
229213,763184,90
229213,763185,91
229214,763186,89
229214,763187,90
229215,763188,89
229215,763189,90
229215,763190,91
229215,763191,92
229217,763193,89
229217,763194,90
229217,763195,91
229217,763196,92
229218,763197,89
229218,763198,90
229219,763199,89
229219,763200,90
229219,763201,91
229220,763202,89
229220,763203,90
229220,763204,91
229220,763205,92
229221,763206,89
229221,763207,90
229221,763208,91
229221,763209,92
229222,763210,89
229222,763211,90
229222,763212,91
229222,763213,92
229223,763214,89
229223,763215,90
229223,763216,91
229224,763217,89
229224,763218,90
229224,763219,91
229224,763220,92
229177,763077,89
229177,763078,90
229177,763079,91
229178,763080,89
229178,763081,90
229178,763082,91
229178,763083,92
229179,763084,89
229179,763085,90
229179,763086,91
229179,763087,92
229180,763088,89
229180,763089,90
229180,763090,91
229180,763091,92
229233,763253,89
229233,763254,90
229233,763255,91
229233,763256,92
229234,763257,89
229234,763258,90
229234,763259,91
229234,763260,92
229235,763261,89
229235,763262,90
229236,763263,89
229236,763264,90
229237,763265,89
229237,763266,90
229237,763267,91
229237,763268,92
229238,763269,89
229238,763270,90
229238,763271,91
229239,763272,89
229239,763273,90
229239,763274,91
229239,763275,92
229240,763276,89
229240,763277,90
229240,763278,91
229240,763279,92
229241,763280,89
229241,763281,90
229241,763282,91
229241,763283,92
229242,763284,89
229242,763285,90
229242,763286,91
229242,763287,92
229243,763288,89
229243,763289,90
229243,763290,91
229243,763291,92
229244,763292,89
229244,763293,90
229244,763294,91
229244,763295,92
229245,763296,89
229245,763297,90
229246,763298,89
229246,763299,90
229246,763300,91
229246,763301,92
229247,763302,89
229247,763303,90
229248,763304,89
229248,763305,90
229248,763306,91
229248,763307,92
229249,763308,89
229249,763309,90
229249,763310,91
229249,763311,92
229250,763312,89
229250,763313,90
229250,763314,91
229250,763315,92
229251,763316,89
229251,763317,90
229251,763318,91
229253,763320,89
229253,763321,90
229253,763322,91
229253,763323,92
229254,763324,89
229254,763325,90
229254,763326,91
229254,763327,92
229255,763328,89
229255,763329,90
229256,763330,89
229256,763331,90
229256,763332,91
229257,763333,89
229257,763334,90
229257,763335,91
229257,763336,92
229258,763337,89
229258,763338,90
229258,763339,91
229258,763340,92
229259,763341,89
229259,763342,90
229259,763343,91
229259,763344,92
229260,763345,89
229260,763346,90
229260,763347,91
229260,763348,92
229261,763349,89
229261,763350,90
229261,763351,91
229262,763352,89
229262,763353,90
229263,763354,89
229263,763355,90
229263,763356,91
229264,763357,89
229264,763358,90
229265,763359,89
229265,763360,90
229265,763361,91
229266,763362,89
229266,763363,90
229266,763364,91
229267,763365,89
229267,763366,90
229267,763367,91
229267,763368,92
229268,763369,89
229268,763370,90
229269,763371,89
229269,763372,90
229269,763373,91
229269,763374,92
229271,763376,89
229271,763377,90
229271,763378,91
229271,763379,92
229272,763380,89
229272,763381,90
229272,763382,91
229272,763383,92
229273,763384,89
229273,763385,90
229273,763386,91
229273,763387,92
229274,763388,89
229274,763389,90
229274,763390,91
229274,763391,92
229275,763392,89
229275,763393,90
229275,763394,91
229275,763395,92
229276,763396,89
229276,763397,90
229276,763398,91
229276,763399,92
229277,763400,89
229277,763401,90
229278,763402,89
229278,763403,90
229278,763404,91
229278,763405,92
229279,763406,89
229279,763407,90
229279,763408,91
229279,763409,92
229280,763410,89
229280,763411,90
229281,763412,89
229281,763413,90
229282,763414,89
229282,763415,90
229283,763416,89
229283,763417,90
229283,763418,91
229283,763419,92
229284,763420,89
229284,763421,90
229284,763422,91
229284,763423,92
229285,763424,89
229285,763425,90
229285,763426,91
229286,763427,89
229286,763428,90
229286,763429,91
229286,763430,92
229287,763431,89
229287,763432,90
229287,763433,91
229287,763434,92
229288,763435,89
229288,763436,90
229288,763437,91
229289,763438,89
229289,763439,90
229290,763440,89
229290,763441,90
229290,763442,91
229290,763443,92
229291,763444,89
229291,763445,90
229291,763446,91
229291,763447,92
229292,763448,89
229292,763449,90
229292,763450,91
229293,763451,89
229293,763452,90
229293,763453,91
229293,763454,92
229294,763455,89
229294,763456,90
229295,763457,89
229295,763458,90
229295,763459,91
229296,763460,89
229296,763461,90
229296,763462,91
229296,763463,92
229297,763464,89
229297,763465,90
229297,763466,91
229297,763467,92
229298,763468,89
229298,763469,90
229299,763470,89
229299,763471,90
229299,763472,91
229299,763473,92
229300,763474,89
